"video_id","feature_names"
"facebook587932228061763","Ryan Gosling, Person, Human, People, Jack Falahee, Beard, Jar, Flora, Plant, Pottery, Potted Plant, Vase, Couch, Furniture, Head, Cup, Electrical Device, Refrigerator, Appliance, Fridge"
"facebook588141268193161","Food, Bread, TEXT_BOTTOM_RIGHT, Human, Person, People, Toe, Nail, Meatball, Manicure"
"facebook588400474681605","People, Human, Person, Trademark, Logo, Blackboard, Finger"
"facebook594905100850111","Human, Person, People, TEXT_BOTTOM_RIGHT, Food, French Toast, Bread, Toast, Chocolate, Custard, Cooking Batter, TEXT_TOP_CENTER"
"facebook597107773794944","People, Human, Person, Eating, Food, Meal, Flora, Plant, Bowl, Cactus, Cup, Waffle, Pottery, Jar, Potted Plant, Vase"
"facebook609608212560831","People, Human, Person, Jerry Seinfeld, Jason Alexander, David Schwimmer, Urban, Building, Couch, Furniture, Mindy Kaling, Town, City, Brick, Sarah Jessica Parker, Lucinda Williams, Poster, Meg Tilly, Matt LeBlanc, Canopy"
"facebook613170932188628","People, Person, Human, Bowl, Cutlery, Fork, Food, Dessert, Dale Earnhardt Jr., Pastry, Donut, Cake, Pie, Electrical Device, Blonde, Flora, Plant, Oven, Appliance"
"facebook613370272184625","Human, Person, People, Trophy, Poster, Lin-Manuel Miranda, Daveed Diggs, Cynthia Erivo, Leslie Odom Jr., Renée Elise Goldsberry, Ryan Gosling, Emma Stone, Keegan-Michael Key, Jordan Peele, Wayne Wonder, Kevin Spacey, Brie Larson, Alicia Vikander, Mark Rylance, Leonardo DiCaprio"
"facebook613579002147821","Human, People, Person, Catherine Frot, Person Eating, Romain Genevois, Bowl, Restaurant, Building, Brewery, Factory"
"facebook616020005237054","Plant, Flora, Produce, Fruit, Food, Watermelon, Person, Human, People, Citrus Fruit, Grapefruit, Wall"
"facebook628180364021018","People, Human, Person, Food, Cake, Dessert, Cream, Creme, Icing, Cupcake"
"facebook648147815357606","Food, Bread, Bagel, Human, People, Person, Aluminium, Mouth, Lip, Cornbread, Slow Cooker, Cooker, Hole, Fried Chicken, Computer Keyboard, Electronics, Computer Hardware, Hardware, Keyboard, Cream"
"facebook650000425172345","Human, Person, People, Finger, Box, Crate, Hand, Wood, Accessories, Carton, Fossil, Tin, Aluminium, Can, Cardboard"
"facebook666340113538376","Bottle, Wine, Person, People, Alcohol, Human, Drink, Beverage, Laura Carmichael, Marie Harf, Julio Romero de Torres"
"facebook668863439968641","Human, Person, People, Billboard, Water, Sports, Swimming, Sport, Ryan Lee, Swimwear, Clothing, Poster, Brochure, Paper, Flyer, Bikini, Bakhtawar Bhutto Zardari, Roy Scheider, Aahana Kumra, Tubing"
"facebook681044068734647","Dessert, Food, Cake, Person, Human, People, Creme, Cream, Whipped Cream, Cup, Chocolate"
"facebook681055205400200","Human, People, Person, Cake, Dessert, Food, Cream, Creme, Cup"
"facebook701735873349253","People, Person, Human, Asphalt, Tarmac, G. V. Prasad, Bench, Head, Zé Sérgio, Cup, Jane Hazlegrove, Word, Park Bench, Finger, Smile, Face, Hardware, Computer Keyboard, Computer Hardware, Electronics"
"facebook707141369458250","Human, People, Person, Restaurant, Bartender, Worker, Manj Musik, Glass"
"facebook708200532685667","Plant, Flora, Food, Produce, Fruit, Watermelon, Human, People, Person, TEXT_MIDDLE_CENTER, Wall, Grapefruit, Citrus Fruit, TEXT_MIDDLE_LEFT"
"facebook712329778939409","Building, Urban, Town, City, Bridge, Conrad Logan, People, Person, Human"
"facebook713638265491158","Person, Human, People, J.J. Abrams, George Lucas, Poster, Overcoat, Clothing, Coat, Suit, Plant, Flora, Daisy Ridley, Jar, Pottery, John Boyega, Vase, Potted Plant, Cockpit, Flower"
"facebook725083884330665","Human, People, Person, Face, Hayley Squires, Bag, Furniture, Portrait, Word, Chair, Smile"
"facebook739024939620346","People, Human, Person, Collage, Poster, Robin Askwith, Brick, Ana Rujas, Susanna Tamaro, Jahlil Okafor, Couch, Furniture, Game, Domino, Dennis Rollins, Cup, Electronics, Bowl, Jah Cure, Lenny Wilkens"
"facebook745625862293587","Human, People, Person, Trademark, Logo, Food, Bbq, Clara Mamet, Bowl, Adel Tawil, Electrical Device, Wellington Paulista, Stuart Broad, Leona Philippo, Sachin Shroff, Awning, Canopy, Badge, Indoors, Classroom"
"facebook780760148763038","Human, People, Person, Lito Sheppard, People Laughing, Head, Ivy, Plant, Flora"
"facebook1465111200283435","Person, Human, People, TEXT_BOTTOM_CENTER, Aesop Rock, TEXT_BOTTOM_LEFT, Trademark, Logo, Food, Bbq, TEXT_BOTTOM_RIGHT, Aluminium, Electrical Device, Appliance, Oven, Child, Baby, Kid, Transportation, Automobile"
"facebook1471180382901117","Flora, Plant, Bowl, Food, Fruit, Produce, Grapefruit, Citrus Fruit, Chocolate, Dessert"
"facebook1473891192738769","Person, Human, People, Plant, Flora, Food, TEXT_BOTTOM_CENTER, Produce, Trademark, Logo, TEXT_BOTTOM_RIGHT, TEXT_TOP_LEFT, Fruit, Citrus Fruit, Grapefruit, Person Eating, Glasses, TEXT_BOTTOM_LEFT, Dumpling, Ravioli"
"facebook1480521388742416","Human, Person, People, Andrej Danko, TEXT_BOTTOM_RIGHT, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_LEFT, Sink, Bowl, Logo, Trademark, Sandwich, Food, Popcorn, Snack, Cream, Dessert, Creme, TEXT_TOP_LEFT, Cooking Batter"
"facebook1492532304207991","Human, People, Person, Food, Dessert, Bacon, Pastry, Donut, Chocolate, TEXT_TOP_LEFT, Bread, Cracker, Pretzel, Cookie, Biscuit, TEXT_BOTTOM_LEFT, TEXT_BOTTOM_CENTER, Trademark, Logo, Poster"
"facebook1492590297469194","People, Person, Human, Beard, Poster, Liam Clancy, Flyer, Brochure, Paper, Combat Jack, Logo, Trademark, C.V. Kumar"
"facebook1492596084135282","Person, People, Human, Poster, Flyer, Paper, Brochure, Magazine, Head, Simon Yates, Trademark, Logo, Smoke, Plant, Flora, Tree, Conifer"
"facebook1509291499185406","Human, Person, People, Poster, Word, Paper, Brochure, Flyer, Crowd, Speech, Audience, Overcoat, Coat, Clothing, Billboard, Suit, Trademark, Logo, Studio, Electronics"
"facebook1514292921965598","Poster, Paper, Brochure, Flyer, Person, Human, People, Nekojiru, Logo, Trademark, Transportation, Van, Vehicle"
"facebook1519497118069443","Cream, Food, Creme, Dessert, Whipped Cream, Plant, Flora, Anise, Trademark, Logo, Glass, People, Human, Person, Chocolate"
"facebook1521115051283385","Human, People, Person, Poster, Flyer, Brochure, Paper, Dez Fafara, Michael Gambon, Lou Costello, Word, Trademark, Logo"
"facebook1522354697826087","Person, People, Human, Andrew Keegan, Poster, Overcoat, Clothing, Coat, Suit, Figurine, Nature, Vegetation, Flora, Plant, Tree, Forest, Teddy Bear, Toy, E-Type, Robert Capron"
"facebook1523173761077514","Person, Human, People, Poster, Chiwetel Ejiofor, Paper, Flyer, Brochure, Billy Eichner, Seth Rogen, Jon Favreau, Plant, Flora, Jar, Pottery, Potted Plant, Vase, Donald Glover, Antonio Zabálburu, Jeremy Irons"
"facebook1528192707242286","People, Human, Person, Poster, Brochure, Paper, Flyer, Magazine, Head, Simon Yates, Trademark, Logo, Smoke, Plant, Conifer, Tree, Flora"
"facebook1536460173039804","Food, Pancake, Bread, Human, Person, People, Word, Birthday Cake, Dessert, Cake, Cooker, Label, Sticker, Text"
"facebook1536919463036277","Human, Person, People, Poster, Paper, Flyer, Brochure, John Lafia, Bottle, Glasses, Trademark, Logo, Nicholas Edwards"
"facebook1561470540545785","Human, Person, People, Plant, Jar, Flora, Pottery, Vase, Potted Plant, Meeting Room, Conference Room, Ornament, Indoors"
"facebook1563982616996628","Human, Person, People, Poster, Paper, Flyer, Brochure, Performer, Clown, Peter Grauer, Riding Bicycle, Clothing, Tonya Harding, Vadis Odjidja-Ofoe, Coat, Overcoat, Sport, Transportation, Sports, Swimwear"
"facebook1566280436783719","Human, Person, People, Blonde, Girl, Female, Woman, Apparel, Clothing, Minnie Driver, Cosplay"
"facebook1567725669913254","Plant, Flora, Flower, Blossom, Violet, Daffodil, Animal, Crocus, Food, Person, People, Human, Parakeet, Parrot, Canary, Bird, Bread, Bagel, Pollen, Lavender"
"facebook1593254814036750","Food, Bowl, Flora, Plant, Human, People, Person, Dough, Logo, Trademark, Pasta, Ravioli, Vegetable, Carrot, Produce, Table, Furniture, Dining Table, Jar, Pottery"
"facebook1597057033656528","Food, Cake, Dessert, Icing, Cupcake, Creme, Cream, Biscuit, Cookie, Birthday Cake, Logo, Trademark, Paper, Confetti, Meal, Dish, Plate, Bread, Cornbread, Person"
"facebook1599212136823882","People, Human, Person, Coat, Clothing, Overcoat, Suit, Flora, Plant, Jar, Billboard, Pottery, Potted Plant, Vase, Furniture, Luciana Mello, Couch, Audience, Speech, Crowd"
"facebook1614304245265140","Bowl, Cooker, Slow Cooker, Human, People, Person, Trademark, Logo, Word"
"facebook1645273042168260","Sprinkles, Food, Bread, Cornbread, Trademark, Logo, People, Human, Person, Dessert, Cake, Birthday Cake"
"facebook1645507908844098","Human, Person, People, Saoirse Ronan, Poster, Sarolta Zalatnay, Paper, Flyer, Brochure, Blonde, Robert H. Grubbs, Lucas Hedges, Brick, Text, Female, Girl, Handwriting, Inflatable, Anna Karolína Schmiedlová, Bonnie Blair"
"facebook1645509365510619","Poster, Paper, Flyer, Brochure, Human, Person, People, Jennifer Tisdale, Ashley Tisdale, Sarah Gilman, Sarah Jeffery, Logo, Trademark"
"facebook1648712771824287","Person, Human, People"
"facebook1653305164695655","Person, Human, People, Furniture, Couch, Electrical Device, Rose Porteous, Oven, Appliance, Cup, Sweater, Clothing, Cardigan, Table, Simona Ventura, Ruth Smeeth, Microwave, Dining Table, Shirt"
"facebook1655829127811976","People, Human, Person, John Boyega, Gwendoline Christie, Daisy Ridley, Marky Ramone, Adam Driver, Enon Kawatani, Rod Fergusson, Bobby Gillespie, Dance, Box, Rick Mora, Blonde, Female, Girl, Silhouette, Leisure Activities"
"facebook1664558526939036","Person, Human, People, Max Riemelt, Dessert, Birthday Cake, Cake, Food, Crowd, Poster, Paper, Brochure, Flyer, Miguel Ángel Silvestre, Bae Doona, Zach Myers, Jar, Plant, Pottery, Flora"
"facebook1665587716836117","Human, Person, People, Rande Gerber, George Clooney, Poster, Face, Dimples, Robert Kardashian, Word, Ct Scan, X-Ray, Michaela Strachan, Rowan Atkinson"
"facebook1679023628793201","Paper, Confetti, Sprinkles, Human, People, Person, Food, Dessert, Creme, Cream, Jewelry, Bling, Pancake, Bread, Ornament, Foil, Donut, Aluminium"
"facebook1693742017354020","Human, Person, People, Poster, Brochure, Flyer, Paper, Donald Glover, Leisure Activities, Mwigulu Nchemba, Field, Keith Stanfield, Performer, Musical, Transportation, Brian Tyree Henry, Jose Baxter, Music, Coat, Clothing"
"facebook1704132896282274","Chocolate, Brownie, Food, Dessert, Trademark, Logo, Cookie, Biscuit, Text, Slow Cooker, Cooker, Plant, Flora, People, Human, Person, Cocoa, Fudge, Meatball"
"facebook1722575427771354","Cream, Food, Dessert, Creme, Cake, Icing, Cupcake, Trademark, Logo, People, Human, Person, Text, Ornament, Whipped Cream"
"facebook1724889240934526","Animal, Toy, Teddy Bear, Footwear, Clothing, Poodle, Pet, Dog, Coin, Money, Food, Ruth Bader Ginsburg, Mammal, Canine, People, Human, Person, Collage, Poster, Bacon"
"facebook1743677402360481","Poster, People, Person, Human, Flyer, Paper, Brochure, TEXT_TOP_RIGHT, Comics, TEXT_BOTTOM_CENTER, Collage, Manga, Alessandro Gazzi, TEXT_BOTTOM_LEFT, TEXT_BOTTOM_RIGHT, Krysten Ritter, Aaron Lopresti, Armor, Logo, Trademark"
"facebook1753324488062439","Human, People, Person, Poster, TEXT_TOP_RIGHT, TEXT_BOTTOM_LEFT, Brochure, Flyer, Paper, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_RIGHT, Henry Walker, Letitia Wright, Stage, Stacy Kamano, Logo, Trademark, Word"
"facebook1769232539991120","Person, Human, People, Crowd, TEXT_TOP_RIGHT, Transportation, Airplane, Aircraft, TEXT_BOTTOM_CENTER, Parade, TEXT_BOTTOM_RIGHT, Skin, TEXT_MIDDLE_RIGHT, Car, Automobile, Chair, Furniture, Vehicle, Shorts, Skirt"
"facebook1775695936011447","Person, People, Human, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_LEFT, Photographer, Backpack, Bag, Word, Bulldozer, Transportation, Tractor, Vehicle"
"facebook1788955331122187","Human, People, Person, TEXT_BOTTOM_LEFT, TEXT_BOTTOM_RIGHT, TEXT_MIDDLE_CENTER, TEXT_BOTTOM_CENTER, Aluminium, Tin, TEXT_MIDDLE_RIGHT, Can, Beverage, Drink, Glass, TEXT_MIDDLE_LEFT, TEXT_TOP_LEFT, TEXT_TOP_CENTER, TEXT_TOP_RIGHT, Flora, Plant"
"facebook1795930957102467","Logo, Trademark, Plant, Flora, Custard, Food, Human, Person, People"
"facebook1812322315682142","Human, Person, People, Transportation, Pyramid, Ancient Egypt, Monument, Nature, Team, Watercraft, Architecture, Automobile, Car, Army, Military, Military Uniform, Troop, Soldier, Vehicle, Tent"
"facebook1574041442657412","Human, Person, People, Furniture, Sashi Brown, Clothing, Overcoat, Coat, Suit, Chair, Joe Ingles, Brick, Restaurant, Cafe, Bookcase, Cabinet, China Cabinet, Poster, Tuxedo, Table"
"facebook1579994612041713","Logo, Trademark, Corridor, Poster, Silhouette, Word, Human, Person, People"
"facebook1605942426101322","Cup, Logo, Trademark, Coffee Cup"
"facebook1618312944896928","People, Human, Person, Rob Potylo, Matthew McConaughey, Poster, Linda Henry, Beard, Samuel de Champlain, Back, Helmet, Hardhat, Brick, Clothing, Party"
"facebook1626503100702177","Cooking, Gemstone, Jewelry, Ornament, People, Human, Person, Food, Dessert, Cake, Cream, Opal, Creme"
"facebook1631644153563807","Human, People, Person, Zoë Kravitz, Poster, Ray Danton, Max Hollein, Oliver Cheshire, Callum Turner, Brochure, Paper, Flyer, Jason Kenney, Overcoat, Coat, Clothing, Blonde, Carmen Ejogo, Female, Girl"
"facebook1640434645997709","Human, People, Person, Poster, Figurine, Flyer, Brochure, Paper, Blonde, Girl, Female, Woman, Couch, Furniture, Electrical Device, Oven, Appliance, Word, Light Fixture, Kate Hudson"
"facebook1651702444858653","Trademark, Logo, Flora, Plant, Custard, Food, Person, People, Human"
"facebook1676254322403465","Electrical Device, Oven, Appliance, Microwave, Human, People, Person, Coffee Table, Table, Furniture, Electronics, Plant, Flora, Screen, Loudspeaker, Speaker"
"facebook1680109968717225","Human, Person, People, Poster, Flyer, Paper, Brochure, Performer, Clown, Bill Skarsgård, Connor Paolo, People Laughing, Trenna Keating, Elle Varner, Text, Word"
"facebook1683734574988773","Person, Human, People, Food, Dessert, Cake, Birthday Cake, Logo, Trademark, Biscuit, Cookie, Creme, Ice Cream, Cream, Shop, Bakery, Poster, Flora, Jar, Pottery"
"facebook1696972627030959","Human, People, Person, Dancing, Asleep, Logo, Trademark, Underwear, Woo-seul-hye Hwang, Clothing, Beyoncé, Sage Steele"
"facebook1725052194180600","Head, Human, Person, People, Trademark, Logo, Vegetable, Flora, Food, Produce, Garlic, Plant, Flyer, Paper, Brochure, Poster, Bowl, Plywood"
"facebook1732220723473491","Chocolate, Food, Dessert, Brownie, Biscuit, Cookie, Fudge, Money, Coin, Human, Person, People, Cocoa, Flora, Plant, Vegetable, Trademark, Bean, Logo, Produce"
"facebook1732226490139581","Jar, People, Person, Human, Furniture, Bookcase, Food, Text, Flora, Plant, Cabinet, China Cabinet, Fruit, Strawberry, Produce, Cup, Trademark, Logo, Jam"
"facebook1751111118251118","Jar, Human, Person, People, Trademark, Logo, Drink, Beverage, Glass"
"facebook1764167606978127","Person, Human, People, Poster, Paper, Brochure, Flyer, TEXT_TOP_RIGHT, Sebastian Stan, TEXT_BOTTOM_CENTER, Gaahl, Graffiti, Bryn Williams, Chris Evans, Marcus Morris, Beard, TEXT_BOTTOM_LEFT, TEXT_BOTTOM_RIGHT, Word, Logo"
"facebook1772922122769342","People, Human, Person, Poster, TEXT_TOP_RIGHT, Flyer, Paper, Brochure, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_RIGHT, TEXT_BOTTOM_LEFT, Blonde, Girl, Woman, Female, Word, Trademark, Logo, TEXT_MIDDLE_RIGHT, TEXT_MIDDLE_LEFT"
"facebook1780054198690143","Person, People, Human, Bowl, Logo, Trademark, Mobile Phone, Computer, Phone, Electronics, Cell Phone, Plant, Flora, Hole, Gift, Food, Dessert, Cake, Pie, Butter"
"facebook1887873624803632","People, Person, Human, Poster, Flyer, Brochure, Paper, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_RIGHT, Altar, TEXT_BOTTOM_LEFT, Text, Webpage, File, Building, Architecture, Trademark, Logo, Collage, Word"
"facebook190331754854839","Trademark, Logo, People, Person, Human, Silhouette, Text, Alphabet, Clothing, Apparel, Cardboard"
"facebook1905662816118104","People, Human, Person, TEXT_MIDDLE_CENTER, TEXT_MIDDLE_LEFT, TEXT_BOTTOM_CENTER, TEXT_TOP_CENTER, TEXT_TOP_RIGHT, Tin, Aluminium, TEXT_BOTTOM_LEFT, Can, Elisabeth Pinedo, TEXT_BOTTOM_RIGHT, Bottle, Beverage, Drink, TEXT_TOP_LEFT"
"facebook2029842157044678","Dessert, Chocolate, Food, Logo, Trademark, Human, People, Person, Dairy"
"facebook2052039841480400","Human, People, Person, Person Drinking, Celebrating, Blake Michael, Tin, Can, Aluminium, Playing Piano or Keyboard, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_LEFT, Leisure Activities, TEXT_BOTTOM_RIGHT, Cathy Cassidy, Drink, Alcohol, Beverage, Adele Griffin, Music"
"facebook2093459224005128","Human, People, Person, Playing Golf, Flora, Plant, TEXT_BOTTOM_RIGHT, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_LEFT, Jar, Table, Pottery, Sports, Sport, Golf, Radka Denemarková, Indoors, Pool Table, Furniture, Brick"
"facebook2116153665077467","Human, Person, People"
"facebook305057006650324","iO Tillett Wright, Human, People, Person, Airplane, Nature, Outdoors, Transportation, Connor Randall, Water, Aircraft, Eruption, Geyser, Cloud, Cumulus, Sky, Dwight Yoakam, Weather, Flora, Plant"
"facebook344446859366091","People, Person, Human, Poster, Paper, Flyer, Brochure, Magazine, TEXT_BOTTOM_RIGHT, TEXT_TOP_CENTER, TEXT_TOP_LEFT, TEXT_TOP_RIGHT, Clothing, Collage, Tabloid, Suit, Coat, Overcoat, TEXT_BOTTOM_CENTER, File"
"facebook347971472346963","Human, Person, People, Poster, Beard, Brochure, Paper, Flyer, Collage, Word, Speech, Audience, Crowd, TEXT_TOP_CENTER, TEXT_TOP_LEFT, TEXT_BOTTOM_CENTER, Lip, Mouth, Map, Diagram"
"facebook348977182246392","People, Person, Human, Poster, Paper, Brochure, Flyer, Beard, Speech, Audience, Crowd, Collage, TEXT_BOTTOM_CENTER, TEXT_TOP_CENTER, TEXT_TOP_RIGHT, TEXT_TOP_LEFT, American Flag, Flag, Emblem, Jar"
"facebook351720485305395","Human, People, Person, Poster, Flyer, Paper, Brochure, TEXT_BOTTOM_RIGHT, TEXT_BOTTOM_LEFT, TEXT_TOP_CENTER, TEXT_TOP_RIGHT, TEXT_BOTTOM_CENTER, TEXT_TOP_LEFT, Head, Collage, Text, Badge, Webpage, Logo, File"
"facebook372377229906387","Person, Human, People, Poster, Paper, Brochure, Flyer, Speech, Audience, Crowd, Text, TEXT_BOTTOM_LEFT, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_RIGHT, TEXT_TOP_CENTER, TEXT_TOP_RIGHT, Magazine, Tabloid, Billboard, Word"
"facebook373892153088228","Human, Person, People, Poster, Paper, Flyer, Brochure, Crowd, Audience, Speech, TEXT_TOP_CENTER, TEXT_BOTTOM_CENTER, TEXT_TOP_LEFT, TEXT_BOTTOM_LEFT, Coat, Clothing, Overcoat, Suit, TEXT_BOTTOM_RIGHT, TEXT_MIDDLE_RIGHT"
"facebook375554916255285","Person, Human, People, Poster, Flyer, Paper, Brochure, File, Webpage, Head, TEXT_BOTTOM_LEFT, TEXT_TOP_CENTER, TEXT_MIDDLE_CENTER, TEXT_MIDDLE_RIGHT, TEXT_BOTTOM_RIGHT, TEXT_MIDDLE_LEFT, TEXT_TOP_RIGHT, TEXT_TOP_LEFT, Mouth, Lip"
"facebook393772770795113","Trademark, Logo, Plant, Flora, Art, Graphic Design, Produce, Fruit, Food, Mango, Person, Human, People, Coin, Money"
"facebook395620994248677","Person, Human, People, Crowd, Parade, Overcoat, Coat, Clothing, Driving, Transportation, Jar, Plant, Flora, Pottery, Suit, Vase, Potted Plant, Poster, TEXT_BOTTOM_LEFT, Vehicle"
"facebook397223434088433","People, Human, Person, Poster, Billboard, Brochure, Flyer, Paper, TEXT_TOP_RIGHT, TEXT_BOTTOM_RIGHT, TEXT_MIDDLE_RIGHT, TEXT_BOTTOM_LEFT, TEXT_BOTTOM_CENTER, Logo, Trademark, File, Webpage, Indoors, Conference Room, Meeting Room"
"facebook419994578477985","Person, Human, People, Poster, Paper, Brochure, Flyer, TEXT_TOP_CENTER, TEXT_BOTTOM_LEFT, TEXT_BOTTOM_CENTER, TEXT_TOP_LEFT, Collage, File, Webpage, Electronics, Team, Army, Soldier, Troop, Military"
"facebook422071211603655","Human, Person, People, Poster, Collage, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_RIGHT, Shirt, Clothing, TEXT_BOTTOM_LEFT, Flora, Plant, TEXT_MIDDLE_LEFT, Animal, Police Dog, Dog, Pet, Brick, Brochure, Flyer"
"facebook4221953864212","People, Person, Human, Beverage, Drink, Coke, Bottle, Poster, Brochure, Paper, Flyer, Inflatable"
"facebook453835328122190","Human, People, Person, Edwin Encarnación, Trademark, Logo, Beverage, Drink, Dairy, Accessories, Hand, Bead, Juice, Belt, Cup, Envelope, Coin, Greeting Card, Mail, Money"
"facebook498695476985439","Human, People, Person, Jeff Daniels, Clothing, Overcoat, Coat, Cup, Suit, Trophy, Jim Carrey, Donald Trump, Poster, Hillary Clinton, Collage, Elizabeth Marvel"
"facebook503871729801147","Human, Person, People, Shaquille O'Neal, Logo, Trademark, Hollow Da Don, Driving, Transportation, Leyla Chihuán, Afro Hairstyle, Hair, Vehicle, Poster, Blonde, Paloma Ford, Noëlle Cordier, Word"
"facebook1437347562993468","Human, Person, People, Dafne Keen, Adam Brand, Food, Poster, Snack, Popcorn, Speech, Audience, Crowd, Patrick Stewart, Hakan Karahan, Beard, Brochure, Paper, Flyer, Ben Wheatley, Alcohol"
"facebook1440501816077707","People, Human, Person, Food, Taco, Alcohol, Beverage, Glass, Drink, Dessert, Cake, Beer, Beer Glass, Plant, Flora, Jar, Cocktail, Pottery, Fried Chicken, Vase"
"facebook1440721889280300","Food, Dessert, Creme, Cream, Cake, Chocolate, Bread, Cracker, Pretzel, Plywood, Birthday Cake, Person, Human, People"
"facebook1448538905273998","Person, Human, People, Tin, Aluminium, Can, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_LEFT, Person Eating, Diogo Jota, Bar Counter, Pub, Trademark, Logo, Bottle, TEXT_MIDDLE_CENTER, Cup, Blonde, Beer Bottle, Beer"
"facebook1458448530900244","Ball, Balloon, People, Person, Human, Sphere, Blonde, Female, Girl, Furniture, Woman, Chair"
"facebook1458636620844180","Person, People, Human, Poster, Paper, Brochure, Flyer, David Duchovny, Outer Space, Space, Flame, Universe, Astronomy, Fire, Trademark, Logo, Dave Chappelle, Animal, Ramp, Plant"
"facebook1459773917417499","Person, Human, People, Donald Glover, Poster, Flyer, Brochure, Paper, Hugh Dancy, Logo, Trademark, Cup, Lighting, Afro Hairstyle, Hair, Rube Foster"
"facebook1459892197363269","People, Human, Person, Food, Chocolate, Dessert, Beverage, Drink, Lemonade, Custard"
"facebook1463634890364735","Poster, Paper, Flyer, Brochure, Human, Person, People, Nicolas Gob, Collage, Clothing, Shirt, Feather Boa, Scarf, Trademark, Logo, Cloak, Sissy Spacek"
"facebook1463637793697778","People, Person, Human, Poster, Brochure, Flyer, Paper, Rosie Mac, John Bradley-West, Female, Girl, Blonde, Building, Column, Pillar, Architecture, Trademark, Logo, Woman, Vladek Sheybal"
"facebook1475808605814030","People, Person, Human, Rebel Wilson, Anna Kendrick, Celebrating, Ruby Rose, Plant, Jar, Flora, Potted Plant, Pottery, Vase, Rani Chatterjee, Blonde, People Laughing, Girl, Female, Chrissie Fit, Woman"
"facebook1480562698738285","Person, People, Human, Food, Plant, Flora, Produce, Fruit, Pineapple, Person Eating, TEXT_TOP_RIGHT, TEXT_TOP_LEFT, TEXT_TOP_CENTER, Eating, Sushi, Ornament, Flower, Lei, Flower Arrangement, Blossom"
"facebook1494717330589824","Human, People, Person, Poster, Brochure, Paper, Flyer, Mascot, Logo, Trademark, Animal, Flugelhorn, Brass Section, Leisure Activities, Musical Instrument, Electronics, Loudspeaker, Speaker"
"facebook1501112159950341","Human, Person, People, Peter Dinklage, Jack Gleeson, Nikolaj Coster-Waldau, Esa Holopainen, Poster, Carolyn Murphy, Laura Dahlmeier, Gabe Nevins, Natalie Dormer, Maisie Williams, Blonde, Iain Glen, Beard, Andy Hamilton, Smoke, Plumbing, Pillar"
"facebook1514272198634337","People, Person, Human, Furniture, Mizuo Peck, Paper, Flyer, Poster, Brochure, Couch, Tile, Aidan Gillen, Jack Gleeson, Plant, Flora, Dominique McElligott, Jar, Trademark, Logo, Fern"
"facebook1523175711077319","People, Human, Person, Poster, El Chojin, Head, Mårten Mickos, Beard, Paper, Flyer, Brochure, Fred Merkle, Plant, Flora, Jar, Alien, Jen Taylor, Pottery, Jonathan Nelson, Vase"
"facebook1543138965764533","People, Person, Human, Jar, Pottery, Flora, Plant, Potted Plant, Vase, Flooring, Floor, Joe Mauer, Crowd, Audience, Speech"
"facebook1554498024569352","Human, People, Person, Food, Flora, Plant, Electrical Device, Sushi, Bowl, Jar, Breakfast, Meal, Oven, Appliance, Produce, Avocado, Fruit, Glass"
"facebook1558014160926807","Person, People, Human, Mascot, Poster, Flyer, Brochure, Paper, Toy, Inflatable, Electronics, Keyboard, Hardware, Computer Keyboard, Computer Hardware, Automobile, Cab, Taxi, Car, Transportation"
"facebook1558952344166322","Human, People, Person, Poster, Beard, Brochure, Paper, Flyer, Paco León, Blonde, Girl, Female, Britney Spears, Donald Glover, Woman, Anna Kendrick, Suit, Clothing, Coat, Overcoat"
"facebook1563981480330075","Human, People, Person, Poster, Brochure, Paper, Flyer, Luggage, Suitcase, Éverton Cardoso da Silva, Furniture, Vicente Iborra, Chair, Brick, Clown, Swimwear, Performer, Clothing, Corrine Brown, Blonde"
"facebook1573273346067555","Human, Person, People, Poster, Head, Paper, Brochure, Flyer, Jim Thorpe, Karan Brar, Dragan Marković, Macha Grenon, Wayne Rooney, X-Ray, Ct Scan"
"facebook1591833657512199","People, Person, Human, Opening or Wrapping Present, Bottle, Dairy, Trademark, Logo, Chocolate, Milkshake, Drink, Juice, Milk, Beverage, Water Bottle, Cooker, Slow Cooker, Fudge, Food, Dessert"
"facebook1594753487252874","Kumail Nanjiani, Human, People, Person, Aziz Ansari, Jackie Chan, Darina Allen, Plant, Flora, Jar, Pottery, Potted Plant, Vase, Larry David, Coat, Overcoat, Clothing, Poster, Blonde, Female"
"facebook1615572895138275","Human, Person, People, Trademark, Logo, Dessert, Food, Cake, Brick, Birthday Cake, Transportation, Bicycle, Bike, Vehicle"
"facebook1627144063981158","Food, Plant, Flora, Logo, Trademark, Dessert, Gravy, Fruit, Produce, Raspberry, Cake, Strawberry, Birthday Cake"
"facebook1629214250440806","Bread, French Toast, Food, Toast, Logo, Trademark, People, Human, Person, Flora, Plant, Badge"
